Iteration,Independent Client,Independent Client Elevated,Client + Server,Client + Server Elevated
1,0.00468122,0.00430372,0.00508274,0.00468556
2,0.00496216,0.00429248,0.00510324,0.00468248
3,0.00501922,0.00437574,0.00545066,0.00473944
4,0.00508238,0.0043148,0.00591216,0.00478792
5,0.00505534,0.00431318,0.00576228,0.00470234
6,0.00500178,0.00426498,0.00539796,0.00463858
7,0.00500096,0.00426886,0.0054385,0.00477806
8,0.00508966,0.00430684,0.00541316,0.00467146
9,0.00496442,0.0043770599999999995,0.0052977200000000006,0.0047812
10,0.00497552,0.004314,0.0050017,0.0047646
11,0.00499926,0.0042641400000000005,0.00490042,0.0047385
12,0.00498788,0.00431036,0.0054812,0.00483336
13,0.00500012,0.00430744,0.00570534,0.00468758
14,0.0048214,0.0042557,0.00557696,0.00468498
15,0.00482192,0.0043029,0.00541998,0.0047668
16,0.00494576,0.00429766,0.00514188,0.00475186
17,0.00510168,0.00427274,0.005325839999999999,0.00469984
18,0.00495838,0.00431224,0.005359699999999999,0.0047685
19,0.00501344,0.00427796,0.00537694,0.00472102
20,0.0049599,0.00428358,0.0053476800000000005,0.0047157
21,0.00494368,0.00426934,0.005369540000000001,0.00461822
22,0.00496932,0.0043592399999999995,0.005456140000000001,0.00478616
23,0.005006699999999999,0.0043143999999999995,0.00541744,0.00475538
24,0.00507088,0.00427458,0.00540176,0.00472512
25,0.00488346,0.00428698,0.00534426,0.0047066799999999995
26,0.00506564,0.00427162,0.005391040000000001,0.00471044
27,0.00500434,0.0042611,0.005123259999999999,0.00475022
28,0.00496398,0.00441334,0.00500382,0.00471696
29,0.00501796,0.0042836,0.0049532,0.0046539
30,0.00486516,0.00430382,0.00511236,0.00470808
31,0.00505612,0.00428202,0.00500004,0.00469184
32,0.004992,0.0042617,0.005076580000000001,0.00466364
33,0.00499874,0.00430788,0.0050773599999999995,0.00474024
34,0.0050073800000000005,0.00431286,0.0055073399999999995,0.00474798
35,0.00497858,0.0043429,0.005364560000000001,0.0047954
36,0.00490516,0.0042974400000000005,0.00587004,0.00471818
37,0.00504368,0.00427546,0.005035840000000001,0.00471344
38,0.0050114,0.00429538,0.00536246,0.00470696
39,0.0050301600000000005,0.00428318,0.005360780000000001,0.00473144
40,0.00491864,0.00428584,0.00507238,0.00472254
41,0.00526578,0.0043291200000000005,0.00493856,0.00467918
42,0.00500284,0.00426534,0.00501482,0.0046941
43,0.00501662,0.00432362,0.00495518,0.00478102
44,0.00483902,0.0042688199999999996,0.00512802,0.00468522
45,0.00498264,0.0042898599999999995,0.0051179,0.00459928
46,0.0050244800000000004,0.00426492,0.0053446000000000006,0.00467744
47,0.005026859999999999,0.0043643,0.005431,0.0047357
48,0.00497908,0.0043177,0.0050381,0.00470764
49,0.00500482,0.00430082,0.0054620599999999995,0.00472622
50,0.0049883,0.0043081000000000005,0.00557828,0.00469814
