Iteration,Independent Client,Independent Client Elevated,Client + Server,Client + Server Elevated
1,0.00236218,0.00221413,0.0025254500000000003,0.00240289
2,0.0026447199999999997,0.0023557,0.00254743,0.00241177
3,0.00263048,0.00233879,0.00263864,0.0025432
4,0.0026618,0.00239071,0.00266619,0.00252808
5,0.0026195899999999998,0.00234218,0.0027023000000000004,0.00256741
6,0.00264201,0.00237252,0.00271281,0.00251565
7,0.0026361400000000004,0.00236061,0.00289053,0.0025532
8,0.0026357399999999997,0.00235935,0.00270634,0.0024948
9,0.0026073000000000003,0.00234319,0.0026966200000000003,0.0025722099999999997
10,0.00262554,0.00235727,0.00265556,0.00254268
11,0.0026224399999999998,0.00235073,0.00271028,0.00259071
12,0.00262284,0.00236904,0.0026745400000000004,0.00250168
13,0.00258202,0.0023510000000000002,0.00269307,0.00255639
14,0.0026119999999999997,0.00238257,0.00272924,0.00254058
15,0.0026320700000000002,0.00234924,0.00271931,0.0025561299999999998
16,0.00264175,0.00236117,0.00272841,0.00250193
17,0.00264596,0.00235486,0.00268098,0.00263847
18,0.00260784,0.0023686099999999997,0.00274874,0.00249812
19,0.0026169799999999997,0.00235743,0.0027203899999999996,0.0025437700000000003
20,0.00263258,0.00235973,0.00274753,0.0025461200000000002
21,0.00261882,0.00234175,0.00271895,0.0025838299999999996
22,0.00261067,0.00233378,0.00274999,0.0025316699999999998
23,0.0026286900000000004,0.00236088,0.0027021899999999997,0.00254454
24,0.00259648,0.00235591,0.00273928,0.0025401499999999997
25,0.00261283,0.0023493,0.0027267999999999997,0.00258988
26,0.00262028,0.00236072,0.00275408,0.0025435799999999997
27,0.00255912,0.00236732,0.00273138,0.00257205
28,0.00261686,0.00236874,0.0027953099999999996,0.00255295
29,0.0026419300000000002,0.0023492499999999998,0.00275335,0.0025597999999999997
30,0.0026682800000000003,0.0023622,0.0028018500000000003,0.0025188199999999997
31,0.0026253599999999998,0.00239141,0.0027593699999999997,0.0027651399999999997
32,0.00261953,0.00233215,0.00274185,0.00252032
33,0.00259751,0.00236347,0.00273983,0.00255275
34,0.00263677,0.00238031,0.00275742,0.0025061099999999998
35,0.00263639,0.0023453099999999998,0.0027807500000000002,0.00258535
36,0.0026029799999999995,0.00234617,0.0027619899999999998,0.0025693300000000003
37,0.0026127299999999997,0.00235837,0.00276536,0.00257872
38,0.00261141,0.00232196,0.0029712899999999997,0.0025510100000000003
39,0.00262739,0.00235207,0.00277164,0.00253916
40,0.0024796799999999997,0.00235529,0.00276333,0.0025767299999999997
41,0.00260209,0.00238271,0.00275077,0.00258805
42,0.00259156,0.00237151,0.00276619,0.00253452
43,0.00261111,0.0023607,0.00273989,0.00257669
44,0.0026375300000000003,0.0023412,0.0027806999999999997,0.0025102600000000003
45,0.0026084899999999998,0.00234454,0.0027751399999999997,0.00257506
46,0.00260635,0.00232187,0.00276651,0.00277972
47,0.0026259,0.00235765,0.00273875,0.00252189
48,0.00260923,0.00237057,0.00273776,0.00261833
49,0.00262305,0.00234741,0.00276706,0.0025777699999999996
50,0.0026097399999999997,0.0023602600000000003,0.0027449,0.00250615
51,0.00264486,0.00237605,0.00273089,0.00257799
52,0.00262096,0.0023553099999999998,0.00273322,0.00253611
53,0.00256998,0.00235938,0.0027445399999999997,0.0025557
54,0.0026195600000000004,0.00235237,0.0027472800000000004,0.0025186799999999997
